Name	Corona Temp. (K)	Wind Speed (km/s)
HAT-P-19 b	876516.0	100.0
HAT-P-2 b	3272756.0	100.0
HAT-P-20 b	1027897.0	100.0
HAT-P-21 b	874744.0	100.0
HAT-P-22 b	754043.0	100.0
HAT-P-23 b	1582925.0	100.0
HAT-P-24 b	2095789.0	100.0
HAT-P-25 b	1797790.0	100.0
HAT-P-26 b	924532.0	100.0
HAT-P-27 b	1421158.0	100.0
HAT-P-28 b	1170239.0	100.0
HAT-P-29 b	2495208.0	100.0
HAT-P-3 b	2917083.0	100.0
HAT-P-30 b	4321922.0	100.0
HAT-P-31 b	1909821.0	100.0
HAT-P-32 b	2064311.0	100.0
HAT-P-33 b	2540015.0	100.0
HAT-P-34 b	2947183.0	100.0
HAT-P-35 b	1766147.0	100.0
HAT-P-36 b	1110725.0	100.0
HAT-P-37 b	1631818.0	99.0
HAT-P-38 b	811504.0	100.0
HAT-P-39 b	2642678.0	100.0
HAT-P-4 b	1397875.0	99.0
HAT-P-40 b	2026259.0	100.0
HAT-P-41 b	2820441.0	100.0
HAT-P-42 b	1341394.0	100.0
HAT-P-43 b	1224190.0	99.0
HAT-P-44 b	999608.0	100.0
HAT-P-44 c	999608.0	385.0
HAT-P-45 b	2587791.0	100.0
HAT-P-46 b	2230794.0	100.0
HAT-P-49 b	3525633.0	99.0
HAT-P-5 b	2083118.0	100.0
HAT-P-50 b	1820874.0	100.0
HAT-P-51 b	951649.0	99.0
HAT-P-52 b	850608.0	100.0
HAT-P-53 b	1415835.0	100.0
HAT-P-54 b	1438476.0	100.0
HAT-P-55 b	1495611.0	100.0
HAT-P-56 b	2641284.0	100.0
HAT-P-57 b	4839289.0	100.0
HAT-P-58 b	1057450.0	100.0
HAT-P-59 b	1034534.0	100.0
HAT-P-6 b	2530983.0	100.0
HAT-P-60 b	2135931.0	100.0
HAT-P-61 b	2067017.0	99.0
HAT-P-62 b	968384.0	100.0
HAT-P-63 b	884313.0	100.0
HAT-P-64 b	2033899.0	100.0
HAT-P-65 b	1306161.0	100.0
HAT-P-66 b	1464014.0	100.0
HAT-P-67 b	3772661.0	100.0
HAT-P-68 b	716229.0	99.0
HAT-P-69 b	3716208.0	100.0
HAT-P-7 b	2639314.0	99.0
HAT-P-70 b	6343546.0	100.0
HAT-P-8 b	1810072.0	100.0
HAT-P-9 b	3022948.0	100.0
HATS-1 b	1172713.0	99.0
HATS-10 b	1791821.0	100.0
HATS-11 b	1066730.0	100.0
HATS-12 b	2274199.0	99.0
HATS-13 b	2106347.0	100.0
HATS-14 b	1336735.0	100.0
HATS-15 b	763345.0	99.0
HATS-16 b	862136.0	100.0
HATS-17 b	2450073.0	183.0
HATS-18 b	1504937.0	100.0
HATS-2 b	831045.0	100.0
HATS-23 b	1529029.0	100.0
HATS-24 b	1648998.0	100.0
HATS-25 b	1011583.0	100.0
HATS-26 b	1621056.0	100.0
HATS-27 b	2410998.0	100.0
HATS-28 b	1131548.0	100.0
HATS-29 b	1253658.0	100.0
HATS-3 b	1866188.0	100.0
HATS-30 b	2286162.0	100.0
HATS-31 b	1549794.0	100.0
HATS-32 b	1721973.0	100.0
HATS-33 b	1896932.0	100.0
HATS-34 b	987148.0	100.0
HATS-35 b	2502335.0	100.0
HATS-36 b	5650135.0	100.0
HATS-37 A b	736989.0	100.0
HATS-38 b	729672.0	100.0
HATS-39 b	2582723.0	100.0
HATS-4 b	2392862.0	100.0
HATS-40 b	2639314.0	100.0
HATS-41 b	3517642.0	100.0
HATS-42 b	1861923.0	99.0
HATS-43 b	889934.0	100.0
HATS-44 b	826569.0	100.0
HATS-45 b	3126265.0	100.0
HATS-46 b	1843725.0	100.0
HATS-47 b	880579.0	100.0
HATS-48 A b	692808.0	100.0
HATS-49 b	750429.0	100.0
HATS-5 b	1635387.0	100.0
HATS-50 b	3621716.0	99.0
HATS-51 b	1429209.0	100.0
HATS-52 b	3587319.0	100.0
HATS-53 b	890957.0	100.0
HATS-54 b	986221.0	99.0
HATS-55 b	7735629.0	100.0
HATS-56 b	2806222.0	100.0
HATS-57 b	2135594.0	100.0
HATS-58 A b	9476791.0	100.0
HATS-59 b	1481309.0	100.0
HATS-59 c	1481309.0	404.0
HATS-6 b	850571.0	100.0
HATS-60 b	1032244.0	100.0
HATS-61 b	923090.0	100.0
HATS-62 b	844037.0	100.0
HATS-63 b	809639.0	100.0
HATS-64 b	2836097.0	100.0
HATS-65 b	2801951.0	100.0
HATS-66 b	2504138.0	100.0
HATS-67 b	6756535.0	100.0
HATS-68 b	1985683.0	100.0
HATS-69 b	945954.0	100.0
HATS-7 b	951950.0	100.0
HATS-70 b	5118662.0	100.0
HATS-71 b	1564888.0	100.0
HATS-72 b	685316.0	100.0
HATS-74 A b	700411.0	100.0
HATS-75 b	573003.0	99.0
HATS-76 b	1288238.0	100.0
HATS-77 b	671924.0	100.0
HATS-8 b	1326788.0	100.0
HATS-9 b	818161.0	100.0
HD 100655 b	3883748.0	329.0
HD 100777 b	1237240.0	356.0
HD 10180 c	1487360.0	100.0
HD 10180 d	1487360.0	180.0
HD 10180 e	1487360.0	260.0
HD 10180 f	1487360.0	307.0
HD 10180 g	1487360.0	374.0
HD 10180 h	1487360.0	420.0
HD 101930 b	3637695.0	269.0
HD 102117 b	851969.0	201.0
HD 102195 b	2072069.0	100.0
HD 102329 b	3658841.0	387.0
HD 102365 b	865970.0	302.0
HD 102956 b	2490736.0	100.0
HD 103197 b	847772.0	253.0
HD 103720 b	1521773.0	100.0
HD 103774 b	4063808.0	100.0
HD 103891 b	1719471.0	418.0
HD 104067 b	1326330.0	257.0
HD 10442 b	808294.0	393.0
HD 105779 b	983778.0	420.0
HD 106252 b	1498015.0	406.0
HD 106270 b	1578607.0	419.0
HD 106315 b	1455743.0	100.0
HD 106315 c	1455743.0	204.0
HD 10647 b	3225584.0	393.0
HD 106515 A b	745305.0	434.0
HD 10697 b	1060729.0	394.0
HD 107148 b	1262143.0	260.0
HD 107148 c	1259595.0	193.0
HD 108147 b	1869417.0	136.0
HD 108202 b	1043054.0	424.0
HD 108236 b	1058755.0	100.0
HD 108236 c	1058755.0	100.0
HD 108236 d	1058755.0	149.0
HD 108236 e	1058755.0	189.0
HD 108236 f	1058755.0	219.0
HD 108341 b	1296470.0	392.0
HD 108863 b	2911967.0	369.0
HD 108874 b	993885.0	355.0
HD 108874 c	960263.0	407.0
HD 109271 b	1043882.0	100.0
HD 109271 c	1043882.0	230.0
HD 109749 b	1801872.0	100.0
HD 110014 b	4770689.0	396.0
HD 110067 b	915794.0	99.0
HD 110067 d	915794.0	188.0
HD 110067 f	915794.0	240.0
HD 110082 b	10618749.0	159.0
HD 110113 b	1542405.0	100.0
HD 110113 c	1542405.0	100.0
HD 111232 b	1281626.0	396.0
HD 111232 c	701849.0	494.0
HD 111591 b	3574937.0	404.0
HD 111998 b	2951333.0	390.0
HD 112640 b	3233400.0	384.0
HD 113337 b	15106894.0	354.0
HD 113337 c	15106894.0	453.0
HD 113538 b	1315507.0	366.0
HD 113538 c	1315507.0	403.0
HD 113996 b	1935012.0	380.0
HD 114082 b	45068258.0	309.0
HD 114386 b	3667784.0	385.0
HD 114613 b	1490052.0	442.0
HD 114729 b	821315.0	394.0
HD 114783 b	1134055.0	362.0
HD 114783 c	1148272.0	439.0
HD 11506 b	2298426.0	410.0
HD 11506 c	2298426.0	335.0
HD 11506 d	2298426.0	479.0
HD 116029 b	1942429.0	382.0
HD 117207 b	1509943.0	425.0
HD 11755 b	767411.0	358.0
HD 117618 b	1251867.0	221.0
HD 118203 b	1611953.0	100.0
HD 11964 b	996649.0	416.0
HD 11964 c	996649.0	245.0
HD 11977 b	3973803.0	391.0
HD 120084 b	4543288.0	430.0
HD 121504 b	3848676.0	277.0
HD 125595 b	1332305.0	100.0
HD 125612 b	2716363.0	371.0
HD 125612 c	2716363.0	100.0
HD 125612 d	2716363.0	428.0
HD 12648 b	1311697.0	313.0
HD 126525 b	837160.0	388.0
HD 12661 b	1175332.0	342.0
HD 12661 c	1132248.0	410.0
HD 126614 b	1031910.0	399.0
HD 128311 b	3981140.0	358.0
HD 128311 c	3981140.0	385.0
HD 128356 b	759795.0	344.0
HD 130322 b	8127128.0	100.0
HD 131496 b	2137841.0	393.0
HD 132406 b	1049969.0	392.0
HD 132563 b	2334791.0	407.0
HD 133131 A b	846267.0	374.0
HD 133131 A c	846267.0	434.0
HD 133131 B b	841985.0	448.0
HD 134060 b	1254457.0	99.0
HD 134060 c	1254457.0	402.0
HD 134987 b	962746.0	340.0
HD 134987 c	962746.0	446.0
HD 135625 b	1526280.0	442.0
HD 136352 b	709851.0	113.0
HD 136352 c	709851.0	217.0
HD 136352 d	709851.0	296.0
HD 136418 b	1679616.0	368.0
HD 137388 b	1029834.0	346.0
HD 137496 b	957414.0	100.0
HD 137496 c	957414.0	365.0
HD 13808 b	982270.0	144.0
HD 13808 c	982270.0	255.0
HD 13908 b	2021165.0	204.0
HD 13908 c	2021165.0	393.0
HD 13931 b	1002779.0	440.0
HD 139357 b	2295885.0	413.0
HD 1397 b	1511831.0	153.0
HD 14067 b	6032616.0	440.0
HD 140901 b	1790501.0	100.0
HD 140901 c	1815627.0	478.0
HD 141004 b	1148060.0	174.0
HD 141937 b	2272678.0	377.0
HD 142 A d	1898323.0	304.0
HD 142 b	1898323.0	355.0
HD 142 c	1898323.0	470.0
HD 142022 A b	1036126.0	412.0
HD 142245 b	2948381.0	410.0
HD 142415 b	3784559.0	356.0
HD 143361 b	1888260.0	392.0
HD 145377 b	3443552.0	300.0
HD 145457 b	2359854.0	336.0
HD 145675 c	1260412.0	478.0
HD 145934 b	3381213.0	438.0
HD 1461 b	1054098.0	100.0
HD 1461 c	1054098.0	157.0
HD 147018 b	1112497.0	249.0
HD 147018 c	1112497.0	390.0
HD 147513 b	9280871.0	369.0
HD 147873 b	1653532.0	311.0
HD 147873 c	1653532.0	371.0
HD 148164 b	2261030.0	353.0
HD 148164 c	2261030.0	448.0
HD 148427 b	2349298.0	355.0
HD 149026 b	2219627.0	100.0
HD 149143 b	1532662.0	100.0
HD 149806 b	928237.0	480.0
HD 150010 b	1426114.0	373.0
HD 1502 b	2356223.0	367.0
HD 150706 b	1935714.0	452.0
HD 152079 b	2934327.0	430.0
HD 152581 b	798537.0	382.0
HD 152843 b	1596946.0	144.0
HD 15337 b	1280534.0	100.0
HD 15337 c	1280534.0	178.0
HD 153950 b	1541682.0	368.0
HD 154088 b	950785.0	186.0
HD 154345 b	800394.0	430.0
HD 154672 b	1010748.0	320.0
HD 154857 b	1435291.0	368.0
HD 154857 c	1389525.0	442.0
HD 155358 b	832307.0	324.0
HD 155358 c	787741.0	354.0
HD 155918 b	740250.0	100.0
HD 155918 c	740250.0	482.0
HD 156279 b	1497373.0	308.0
HD 156279 c	1497373.0	443.0
HD 156411 b	1546478.0	389.0
HD 156668 b	872525.0	100.0
HD 156668 c	877591.0	379.0
HD 156846 b	2328919.0	360.0
HD 158038 b	2237884.0	377.0
HD 158996 b	3233400.0	395.0
HD 159243 b	3493384.0	154.0
HD 159243 c	3493384.0	339.0
HD 159868 b	1049898.0	400.0
HD 159868 c	1049898.0	355.0
HD 1605 b	1548754.0	376.0
HD 1605 c	1548754.0	423.0
HD 160691 d	1249936.0	100.0
HD 16141 b	1038055.0	284.0
HD 16175 b	1949722.0	396.0
HD 162020 b	982050.0	100.0
HD 163607 b	952235.0	284.0
HD 163607 c	952235.0	402.0
HD 16417 b	1107160.0	192.0
HD 164509 b	2284884.0	344.0
HD 164595 b	1046897.0	246.0
HD 164922 b	848867.0	397.0
HD 164922 c	848867.0	279.0
HD 164922 d	848867.0	138.0
HD 164922 e	846693.0	245.0
HD 165131 b	2037910.0	422.0
HD 165155 b	793495.0	360.0
HD 1666 b	2922222.0	349.0
HD 166724 b	1476840.0	443.0
HD 167042 b	2473765.0	365.0
HD 167677 b	759573.0	411.0
HD 167768 b	1296927.0	202.0
HD 168009 b	855829.0	168.0
HD 168443 b	782036.0	267.0
HD 168443 c	782036.0	411.0
HD 168746 b	987382.0	100.0
HD 1690 b	1268716.0	371.0
HD 16905 b	1121557.0	465.0
HD 169830 b	2028291.0	336.0
HD 169830 c	2389738.0	415.0
HD 170469 b	1116483.0	398.0
HD 17092 b	3239252.0	369.0
HD 171028 b	1029999.0	369.0
HD 171238 b	999172.0	406.0
HD 17156 b	1862342.0	210.0
HD 173416 b	3135293.0	362.0
HD 174205 b	3103922.0	384.0
HD 175541 b	2732415.0	351.0
HD 17674 b	936712.0	374.0
HD 176986 b	1398733.0	100.0
HD 176986 c	1398733.0	168.0
HD 177565 b	1073359.0	252.0
HD 177830 b	1628515.0	361.0
HD 177830 c	1574644.0	310.0
HD 179079 b	1094885.0	171.0
HD 179949 b	4131297.0	100.0
HD 180314 b	4019879.0	375.0
HD 180902 b	2108544.0	373.0
HD 181234 b	1119842.0	457.0
HD 181342 b	2948303.0	380.0
HD 18143 b	841516.0	100.0
HD 18143 c	841516.0	495.0
HD 181433 b	987701.0	100.0
HD 181433 c	1033699.0	385.0
HD 181433 d	1033699.0	414.0
HD 183263 b	974854.0	375.0
HD 183263 c	1438384.0	444.0
HD 183579 b	2079130.0	185.0
HD 184010 b	2109675.0	349.0
HD 184010 c	2109675.0	370.0
HD 184010 d	2109675.0	390.0
HD 18438 b	1435880.0	395.0
HD 185269 b	1631843.0	100.0
HD 185283 b	1119323.0	435.0
HD 18599 b	7343552.0	100.0
HD 187085 b	2061872.0	395.0
HD 187123 b	1032283.0	100.0
HD 187123 c	1032283.0	438.0
HD 18742 b	2389775.0	387.0
HD 188015 b	1124105.0	364.0
HD 189567 b	754816.0	155.0
HD 189567 c	754816.0	231.0
HD 189733 b	3034608.0	100.0
HD 190007 b	3821017.0	100.0
HD 190360 b	933904.0	427.0
HD 190360 c	929469.0	182.0
HD 190647 b	990870.0	398.0
HD 191806 b	1944845.0	409.0
HD 191939 b	875849.0	100.0
HD 191939 c	875849.0	219.0
HD 191939 d	875849.0	239.0
HD 191939 e	875849.0	293.0
HD 191939 f	875849.0	417.0
HD 191939 g	875849.0	340.0
HD 192263 b	2223008.0	201.0
HD 192310 b	938274.0	274.0
HD 192310 c	938274.0	363.0
HD 192699 b	2830682.0	357.0
HD 195019 b	1866188.0	192.0
HD 196050 b	1547103.0	407.0
HD 196067 b	1852882.0	439.0
HD 19615 b	1116483.0	359.0
HD 196885 A b	1920892.0	401.0
HD 197037 b	2614799.0	394.0
HD 199509 b	2906771.0	296.0
HD 19994 b	2321940.0	369.0
HD 200964 b	2006980.0	379.0
HD 200964 c	2006980.0	391.0
HD 202206 c	1944845.0	402.0
HD 202772 A b	3075257.0	100.0
HD 20329 b	769596.0	100.0
HD 2039 b	1232054.0	398.0
HD 204313 b	1739205.0	417.0
HD 204313 c	1739205.0	238.0
HD 204313 e	1739205.0	457.0
HD 204941 b	973853.0	405.0
HD 205739 b	2026264.0	346.0
HD 206610 b	2054566.0	385.0
HD 206893 b	14656199.0	469.0
HD 206893 c	14656199.0	422.0
HD 207496 b	6061643.0	100.0
HD 20782 b	1251803.0	371.0
HD 207832 b	3257416.0	319.0
HD 207832 c	3193033.0	395.0
HD 207897 b	999858.0	164.0
HD 20794 b	1118585.0	170.0
HD 20794 c	1118585.0	234.0
HD 20794 d	1118585.0	281.0
HD 20794 e	1153562.0	309.0
HD 208487 b	988248.0	311.0
HD 208527 b	2715387.0	395.0
HD 20868 b	1182984.0	350.0
HD 209458 b	1913128.0	100.0
HD 210277 b	748384.0	360.0
HD 210702 b	2530389.0	358.0
HD 212301 b	4321922.0	100.0
HD 212771 b	1303551.0	363.0
HD 213240 b	1552629.0	389.0
HD 213885 b	1619603.0	100.0
HD 213885 c	1619603.0	99.0
HD 214823 b	2056875.0	415.0
HD 215497 b	971417.0	100.0
HD 215497 c	1180271.0	369.0
HD 216435 b	1978731.0	405.0
HD 216437 b	1405820.0	406.0
HD 216520 b	1125281.0	231.0
HD 216520 c	1125281.0	312.0
HD 216536 b	1529422.0	321.0
HD 216770 b	1727625.0	302.0
HD 217107 b	1196678.0	100.0
HD 217107 c	1191324.0	442.0
HD 21749 c	1498063.0	100.0
HD 217786 b	1036523.0	403.0
HD 217786 c	1036523.0	100.0
HD 218566 b	876755.0	330.0
HD 219077 b	888567.0	447.0
HD 219134 b	750463.0	100.0
HD 219134 c	750463.0	100.0
HD 219134 g	687650.0	287.0
HD 219134 h	687650.0	415.0
HD 219415 b	1038461.0	417.0
HD 219666 b	823270.0	141.0
HD 219828 b	1228263.0	100.0
HD 219828 c	1228263.0	445.0
HD 220074 b	1707792.0	380.0
HD 220197 b	812396.0	409.0
HD 220689 b	1412703.0	420.0
HD 220773 b	1493496.0	438.0
HD 221287 b	3469696.0	366.0
HD 221416 b	1403228.0	173.0
HD 221420 b	1730408.0	471.0
HD 221585 b	1196555.0	400.0
HD 222155 b	1000736.0	440.0
HD 222582 b	850509.0	370.0
HD 224538 b	2575531.0	402.0
HD 224693 b	1602733.0	228.0
HD 22781 b	1284161.0	362.0
HD 22946 d	2163600.0	268.0
HD 23079 b	2528869.0	380.0
HD 23127 b	1483230.0	401.0
HD 231701 b	1780977.0	317.0
HD 233604 b	2369528.0	335.0
HD 233832 b	1169595.0	411.0
HD 235088 b	4970205.0	100.0
HD 23596 b	1245258.0	408.0
HD 240210 b	1258014.0	362.0
HD 240237 b	2566004.0	390.0
HD 24040 b	1121028.0	438.0
HD 24040 c	1118684.0	368.0
HD 24064 b	1013259.0	368.0
HD 25015 b	1494950.0	449.0
HD 25171 b	1386902.0	413.0
HD 25723 b	4749125.0	376.0
HD 260655 b	1124201.0	100.0
HD 260655 c	1124201.0	100.0
HD 2638 b	1780652.0	100.0
HD 2685 b	3539933.0	100.0
HD 27442 b	884098.0	367.0
HD 27631 b	1520035.0	418.0
HD 27894 b	1502554.0	176.0
HD 27894 c	670950.0	231.0
HD 27894 d	672978.0	442.0
HD 28109 b	3897409.0	188.0
HD 28109 c	3897409.0	271.0
HD 28109 d	3897409.0	294.0
HD 28185 b	1011583.0	355.0
HD 28185 c	2119043.0	482.0
HD 28254 b	1200853.0	403.0
HD 285507 b	5356640.0	100.0
HD 285968 b	1441198.0	100.0
HD 28678 b	2889473.0	363.0
HD 29021 b	985831.0	399.0
HD 29399 b	1191870.0	390.0
HD 30177 b	2100477.0	423.0
HD 30177 c	759191.0	472.0
HD 30562 b	1695965.0	401.0
HD 30669 b	1340141.0	408.0
HD 30856 b	1650638.0	388.0
HD 31253 b	2096549.0	367.0
HD 3167 b	949412.0	100.0
HD 3167 c	949412.0	220.0
HD 3167 d	949412.0	100.0
HD 3167 e	949412.0	289.0
HD 32518 b	1231418.0	320.0
HD 32963 b	1311606.0	420.0
HD 330075 b	981324.0	100.0
HD 33142 b	2184532.0	357.0
HD 33142 c	2184532.0	391.0
HD 33142 d	2184532.0	301.0
HD 332231 b	1508009.0	195.0
HD 33283 b	1763914.0	201.0
HD 33564 b	1962515.0	359.0
HD 33844 b	2913994.0	380.0
HD 33844 c	2893960.0	398.0
HD 34445 b	963619.0	394.0
HD 34445 c	949038.0	332.0
HD 34445 d	949038.0	305.0
HD 34445 e	949038.0	260.0
HD 34445 f	949038.0	378.0
HD 34445 g	949038.0	450.0
HD 36384 b	17443468.0	368.0
HD 3651 b	1793859.0	267.0
HD 37124 b	1491382.0	312.0
HD 37124 c	1491382.0	384.0
HD 37124 d	1491382.0	410.0
HD 37605 b	1206803.0	262.0
HD 37605 c	1206803.0	425.0
HD 3765 b	2400136.0	395.0
HD 38283 b	1236812.0	354.0
HD 38529 b	1829883.0	162.0
HD 38529 c	1829883.0	417.0
HD 38801 b	1217786.0	381.0
HD 39091 b	1595363.0	419.0
HD 39194 b	764975.0	99.0
HD 39194 c	764975.0	138.0
HD 39194 d	764975.0	224.0
HD 40307 b	1349040.0	100.0
HD 40307 c	1349040.0	100.0
HD 40307 d	1349040.0	184.0
HD 40307 f	1349040.0	252.0
HD 40956 b	3703951.0	373.0
HD 40979 b	1806477.0	343.0
HD 4113 b	1128557.0	368.0
HD 42012 b	1459433.0	383.0
HD 4203 b	984052.0	362.0
HD 4203 c	930259.0	454.0
HD 4208 b	1551684.0	382.0
HD 42618 b	1623308.0	315.0
HD 4308 b	1446683.0	169.0
HD 4313 b	2725794.0	362.0
HD 43691 b	2314322.0	249.0
HD 44219 b	983231.0	367.0
HD 45184 b	1089022.0	100.0
HD 45184 c	1089022.0	154.0
HD 45350 b	967220.0	390.0
HD 45652 b	923005.0	248.0
HD 46375 b	882072.0	100.0
HD 47186 b	1104304.0	100.0
HD 47186 c	1104304.0	402.0
HD 4732 b	3254311.0	360.0
HD 4732 c	3254311.0	436.0
HD 47366 b	3223470.0	364.0
HD 47366 c	3223470.0	388.0
HD 47536 b	1010480.0	391.0
HD 48265 b	1582105.0	387.0
HD 49674 b	1660263.0	100.0
HD 50499 b	2288189.0	426.0
HD 50499 c	2304208.0	466.0
HD 50554 b	2364821.0	401.0
HD 52265 b	1753852.0	311.0
HD 5278 b	1921886.0	170.0
HD 5278 c	1921886.0	250.0
HD 5319 b	1926035.0	379.0
HD 5319 c	1926035.0	391.0
HD 55696 b	2153483.0	417.0
HD 5583 b	1024388.0	312.0
HD 5608 b	2881483.0	386.0
HD 564 b	1234389.0	364.0
HD 56414 b	8069282.0	245.0
HD 5891 b	3425379.0	325.0
HD 59686 A b	3101982.0	358.0
HD 60292 b	2951862.0	377.0
HD 60532 b	2136452.0	337.0
HD 60532 c	2136452.0	380.0
HD 62364 b	1618850.0	448.0
