Name,RA (J2000),DEC (J2000),Max. Frequency [MHz],Max. Flux Density [Jy],Max. Frequency Lower Uncertainty [MHz],Max. Frequency Upper Uncertainty [MHz],Max. Flux Density Lower Uncertainty [Jy],Max. Flux Density Upper Uncertainty [Jy]
HD 260655 c,06:37:10,+17:33:59,17.273190637856516,7.389631057728337e-05,3.889789991860349,4.560265257681195,2.415352264707759e-05,5.921589702419659e-05
TOI-4010 b,01:20:52,+66:04:20,20.41192231273079,7.324710186627824e-05,4.551698152959988,12.858208297947225,2.3993254975734264e-05,5.201633038282301e-05
HAT-P-34 b,20:12:47,+18:06:17,26.40018250397075,7.023924211020095e-05,3.9421468359389777,3.4905119249191614,1.7680313339902697e-05,2.252563176151969e-05
TOI-238 b,23:16:55,-18:36:24,42.63792694545395,7.015596269381455e-05,10.631500379335897,13.476693628354028,2.8206833428428322e-05,7.666111496531012e-05
K2-233 d,15:21:55,-20:13:54,29.517144957545636,6.802743376598138e-05,28.034895289938987,2478.483508714109,5.4504788845435654e-05,0.00016248610762521453
TOI-1820 b,12:30:45,+27:27:07,25.05266458616709,6.568516517709632e-05,1.3101768133922924,1.1949645016229944,1.8144513722957214e-05,2.4394079268124017e-05
HD 86226 c,09:56:30,-24:05:57,21.048803317978614,6.550198594107764e-05,4.909860967304333,5.841862663786621,2.1883259929172404e-05,4.052977446230873e-05
HAT-P-59 b,19:29:50,+62:31:45,17.031726571067296,6.415828806462358e-05,1.9821036884398335,2.2110180326083437,1.0020277636918022e-05,1.215941065883756e-05
HAT-P-21 b,11:25:06,+41:01:41,40.981067222771806,6.379239796495067e-05,6.335739719862069,5.443686093646747,3.4270353651217105e-05,5.949444749460991e-05
HD 63433 b,07:49:55,+27:21:47,65.90918770365792,6.36037355749059e-05,11.7518091994747,9.63138272818388,2.0546492926541865e-05,9.400310130288284e-05
WASP-186 b,01:15:59,+21:37:01,34.0576404736743,6.340034838129318e-05,1.7075892868800508,1.6738423233068005,9.995337490502248e-06,1.1552059549332642e-05
L 363-38 b,00:43:25,-41:17:43,10.99071925433331,6.29614117578544e-05,4.828208967059597,9.330039105236764,3.4780224569957115e-05,7.827841551860039e-05
WASP-45 b,00:20:57,-35:59:54,19.043820737420756,6.291295671305991e-05,5.773502164124245,6.539469007893537,1.943085435437173e-05,3.053953991719194e-05
GJ 3998 b,17:16:00,+11:03:22,32.149790157434076,6.22562625780378e-05,14.090910621047232,20.415646566106084,3.361139667645261e-05,7.331153837978038e-05
Kepler-21 b,19:09:27,+38:42:51,70.3678828053647,6.224286794960703e-05,7.66356390567541,6.443294484885712,6.8474385472025375e-06,7.64432239905836e-06
HD 134606 e,15:15:14,-70:31:13,27.122474774682765,6.192054232939801e-05,12.006859801646108,16.045736673675655,3.121919722185542e-05,6.195000968676279e-05
HD 93963 A c,10:51:06,+25:38:28,23.659392805036774,6.008518483425197e-05,5.967326692009767,6.143668616256122,1.5950665659774e-05,2.987751260944595e-05
TOI-4603 b,05:35:28,+21:17:39,54.516799292215595,5.591117103420332e-05,3.2637248883149397,3.1232147218429773,1.0953700072684849e-05,1.037201186131716e-05
WASP-132 c,14:30:26,-46:09:34,62.07941464818941,5.507701235091809e-05,23.91686990789225,26.999385686870042,2.2078115247624562e-05,5.33404501491196e-05
TOI-6086 b,17:41:29,+30:18:14,48.99015086394097,5.409461183837258e-05,14.79304246951694,18.624744568894528,1.4087282597310376e-05,2.2597813559625173e-05
GJ 411 b,11:03:20,+35:58:20,14.176700179029151,5.3416329992633674e-05,5.993724465526899,8.844518459112713,2.7904629488744292e-05,6.439287620596197e-05
HATS-74 A b,11:24:04,-19:33:25,37.00974246405574,5.330885652183249e-05,4.7063715083398705,2.6382473893842473,1.6910278506321506e-05,3.3836686029126294e-05
WASP-32 b,00:15:51,+01:12:02,42.53431112628746,5.170906065183141e-05,2.9403295121766817,2.4815690996358413,2.772369615958116e-05,5.48886413404772e-05
